"Loans","Loan requests","tick","Banks","Total central bank loans","Total cash & reserve","Total client loans","Total current accounts","Total interbank loans","Total securities","Total term deposits"
16.0,20.0,146.0,40,96230.22488778121,87454.01208116199,380308.5531393696,241753.68207542808,16758.93095736608,362739.3352665854,317385.5474939716
28.0,37.0,147.0,40,96206.43032890087,86118.59082890382,360373.0067810911,221597.3606172671,20977.430340511564,362814.9310291442,316209.12583009695
30.0,52.0,148.0,40,96007.40783660789,74368.17282497665,347700.32911745005,208818.88994814336,26925.65842360493,362814.9310291442,304772.1005710533
18.0,40.0,149.0,40,95280.26697301556,98042.84060568587,374641.9556430918,235750.40529674236,14023.190031068254,363303.4903733076,329662.46855951817
21.0,26.0,150.0,40,93504.20132981495,89857.93369551658,365424.0120691383,226451.31824471836,17698.634118602535,363690.04421602073,323699.8077434235
25.0,389.0,151.0,40,104120.07204226931,69465.01719635866,336026.5171456478,196709.60027351667,29114.07437259317,363690.04421602073,292998.03822697565
29.0,58.0,152.0,40,104487.19740473549,91489.68743819957,357854.0643494962,218525.88283811446,23444.632800114217,363690.04421602073,314655.58310635044
23.0,108.0,153.0,40,102711.75065439232,78297.35282235782,343563.93611369206,204121.8007861234,27384.21508646344,363690.3680982555,303361.37526974623
27.0,61.0,154.0,40,102664.9257501896,83802.41809935398,346754.75489876495,207312.6195711964,26923.782161654257,363690.3680982555,308919.6041006755
19.0,23.0,155.0,40,95631.43382765554,97012.02865996149,374626.07673429756,235179.9420635672,23022.325132278154,364461.17999919073,329933.51848475233
17.0,19.0,156.0,40,93627.71882679833,97686.86419306867,368038.5639327266,228522.73406643167,8779.127106259013,364879.12289935857,333060.1587668727
26.0,86.0,157.0,40,93932.2594287864,84955.34076152889,363733.50400482205,224179.17214811698,25989.506577756634,364880.38960038155,320154.4188336996
28.0,250.0,158.0,40,98984.02132116449,66539.09498318391,339648.49382832635,199839.91066072855,28639.537387399978,364880.38960038155,296918.7676745678
31.0,145.0,159.0,40,101032.77168146936,88123.78953238156,355609.3768225895,215800.12821801825,31407.847279215537,364880.38960038155,316454.71186346066
25.0,90.0,160.0,40,100052.51385543813,92616.28765265926,376576.7623000303,236767.51369545885,22728.01195203221,365447.22452863865,322507.0627170763
26.0,39.0,161.0,40,98846.28520546414,78623.72909832442,354013.0801998196,214004.0746445045,27736.093510975414,365463.474981365,309863.4196956561
21.0,504.0,162.0,40,109445.98788935733,80063.59521606575,344611.77709067735,204507.83589551237,30215.81977283426,365463.474981365,300794.2745806542
16.0,41.0,163.0,40,105795.34332047166,113140.41802699663,387938.48424232745,247834.5430471626,13786.276837054364,367586.43465211114,339644.7016312168
17.0,18.0,164.0,40,97355.2526781255,88658.46758493925,373871.2522207504,233621.1547838824,20257.53227364684,367858.05117100326,324030.5993729802
25.0,162.0,165.0,40,102328.70124776494,86748.76722791998,377735.5538108078,237463.7902560564,27670.940556908274,367858.05117100326,317215.72310972936
18.0,515.0,166.0,40,112792.63524501027,78046.84590909511,346429.1757153133,205867.67506535136,28234.874190131908,368165.2397793734,298543.77587438293
27.0,352.0,167.0,40,117643.78502624182,104926.0554174781,365827.42887020175,225243.32759242496,27658.338674149876,368173.092365877,320579.68818803795
19.0,416.0,168.0,40,117138.73593687371,77130.5492985665,339680.3520237698,198893.83583112308,26807.68061125814,368251.6871953765,293637.2503662122
24.0,152.0,169.0,40,119128.64974532105,112508.99019609966,373364.2408315209,232577.72463887391,24326.886829150462,368624.43885283277,327398.5291127543
10.0,13.0,170.0,40,106617.6883580218,97828.78337268296,371408.63922455703,230599.83950298358,18451.509689414906,369010.130962144,325632.63472977775
27.0,219.0,171.0,40,108929.0312578911,80756.10042533108,351491.48313085403,210515.78716274074,29570.38073115048,369010.1309621439,306440.529930549
